date,sales
2015/06/23,7038167
2015/06/24,7270883
2015/06/25,7847703
2015/06/26,7422929
2015/06/27,8909107
2015/06/28,8408942
2015/06/29,7924486
2015/06/30,7843528
2015/07/01,6821323
2015/07/02,7265405
2015/07/03,7400020
2015/07/04,8889686
2015/07/05,8644712
2015/07/06,6438591
2015/07/07,7431968
2015/07/08,6636769
2015/07/09,6593366
2015/07/10,9029067
2015/07/11,9178324
2015/07/12,8431305
2015/07/13,7598888
2015/07/14,7018153
2015/07/15,7627410
2015/07/16,5874831
2015/07/17,7490988
2015/07/18,7931680
2015/07/19,8536088
2015/07/20,7393220
2015/07/21,7077910
2015/07/22,7301951
2015/07/23,6718133
2015/07/24,8547993
2015/07/25,8377741
2015/07/26,7482228
2015/07/27,7059303
2015/07/28,6652316
2015/07/29,7087775
2015/07/30,6495324
2015/07/31,8100456
2015/08/01,8238661
2015/08/02,7874024
2015/08/03,7077396
2015/08/04,6900142
2015/08/05,6981241
2015/08/06,6274980
2015/08/07,7227716
2015/08/08,7994647
2015/08/09,7599319
2015/08/10,6661863
2015/08/11,7544896
2015/08/12,7462438
2015/08/13,7024928
2015/08/14,8133023
2015/08/15,8125946
2015/08/16,7313907
2015/08/17,6045083
2015/08/18,7696215
2015/08/19,6727190
2015/08/20,6416770
2015/08/21,8081480
2015/08/22,9076657
2015/08/23,7524867
2015/08/24,6995222
2015/08/25,6835065
2015/08/26,6103770
2015/08/27,6718354
2015/08/28,6901860
2015/08/29,7748606
2015/08/30,7514102
2015/08/31,7108320
2015/09/01,6490294
2015/09/02,7104018
2015/09/03,6913313
2015/09/04,7714115
2015/09/05,8903158
2015/09/06,8006492
2015/09/07,6876567
2015/09/08,6045188
2015/09/09,5084410
2015/09/10,6618980
2015/09/11,9162843
2015/09/12,9003942
2015/09/13,8742230
2015/09/14,7303225
2015/09/15,7329062
2015/09/16,7213440
2015/09/17,5458097
2015/09/18,8241960
2015/09/19,9121093
2015/09/20,8511377
2015/09/21,7786024
2015/09/22,7734286
2015/09/23,7257740
2015/09/24,7295813
2015/09/25,6634681
2015/09/26,8554385
2015/09/27,8001934
2015/09/28,7511283
2015/09/29,6926145
2015/09/30,7562088
2015/10/01,6865049
2015/10/02,8078418
2015/10/03,8631117
2015/10/04,8442262
2015/10/05,7438091
2015/10/06,6921585
2015/10/07,6841884
2015/10/08,6812327
2015/10/09,8267854
2015/10/10,8585568
2015/10/11,7668818
2015/10/12,7588501
2015/10/13,7298222
2015/10/14,6805670
2015/10/15,7199846
2015/10/16,8960950
2015/10/17,11147547
2015/10/18,10037383
2015/10/19,6952438
2015/10/20,7390858
2015/10/21,7278690
2015/10/22,7056946
2015/10/23,7824487
2015/10/24,8318244
2015/10/25,8161515
2015/10/26,7360357
2015/10/27,6884341
2015/10/28,7451477
2015/10/29,7218189
2015/10/30,8157633
2015/10/31,8234677
2015/11/01,8300627
2015/11/02,6844234
2015/11/03,8233717
2015/11/04,7466535
2015/11/05,6955481
2015/11/06,8325691
2015/11/07,8731950
2015/11/08,7244944
2015/11/09,7422314
2015/11/10,6342611
2015/11/11,7567852
2015/11/12,7085524
2015/11/13,7722755
2015/11/14,7591256
2015/11/15,8160223
2015/11/16,7670843
2015/11/17,7161249
2015/11/18,6598575
2015/11/19,8762457
2015/11/20,8545625
2015/11/21,10070647
2015/11/22,9050969
2015/11/23,7201233
2015/11/24,7448194
2015/11/25,6624312
2015/11/26,7454342
2015/11/27,8941017
2015/11/28,9768189
2015/11/29,9162057
2015/11/30,8429297
2015/12/01,7659632
2015/12/02,7936941
2015/12/03,7021957
2015/12/04,9397014
2015/12/05,9594413
2015/12/06,10671363
2015/12/07,8151187
2015/12/08,7959339
2015/12/09,7748292
2015/12/10,7892107
2015/12/11,7662413
2015/12/12,10284491
2015/12/13,8348276
2015/12/14,8627059
2015/12/15,8566021
2015/12/16,8281777
2015/12/17,8357892
2015/12/18,10122590
2015/12/19,10744496
2015/12/20,10334476
2015/12/21,10532043
2015/12/22,11017135
2015/12/23,12326571
2015/12/24,15024439
2015/12/25,12613896
2015/12/26,12376654
2015/12/27,13679779
2015/12/28,15900099
2015/12/29,20579909
2015/12/30,28435472
2015/12/31,25758521
2016/01/01,8419169
2016/01/02,7642242
2016/01/03,6859538
2016/01/04,6758920
2016/01/05,6849002
2016/01/06,7404230
2016/01/07,7097618
2016/01/08,7557631
2016/01/09,8319755
2016/01/10,8151704
2016/01/11,7430719
2016/01/12,6658849
2016/01/13,7465857
2016/01/14,6683137
2016/01/15,7828226
2016/01/16,8431568
2016/01/17,8661651
2016/01/18,4876535
2016/01/19,7836273
2016/01/20,7874519
2016/01/21,7766349
2016/01/22,9249972
2016/01/23,9457555
2016/01/24,7575060
2016/01/25,7528547
2016/01/26,7321334
2016/01/27,7563508
2016/01/28,7717522
2016/01/29,7989860
2016/01/30,8307310
2016/01/31,8199356
2016/02/01,7750572
2016/02/02,8036918
2016/02/03,10476643
2016/02/04,7434971
2016/02/05,9506086
2016/02/06,9764948
2016/02/07,8666572
2016/02/08,7816020
2016/02/09,7754876
2016/02/10,8094953
2016/02/11,7984214
2016/02/12,9449782
2016/02/13,10338791
2016/02/14,8553353
2016/02/15,7496345
2016/02/16,8098802
2016/02/17,7696219
2016/02/18,7520985
2016/02/19,9162622
2016/02/20,8045326
2016/02/21,9173961
2016/02/22,7588188
2016/02/23,7568007
2016/02/24,7719311
2016/02/25,7386396
2016/02/26,8108518
2016/02/27,9217036
2016/02/28,8899172
2016/02/29,7115533
2016/03/01,7849323
2016/03/02,7983098
2016/03/03,9204563
2016/03/04,7552899
2016/03/05,8720847
2016/03/06,8039000
2016/03/07,6272976
2016/03/08,7505942
2016/03/09,5682862
2016/03/10,7631310
2016/03/11,7676964
2016/03/12,9414593
2016/03/13,9346536
2016/03/14,6003368
2016/03/15,8054772
2016/03/16,7738609
2016/03/17,7127988
2016/03/18,8532628
2016/03/19,8563411
2016/03/20,8776782
2016/03/21,7640337
2016/03/22,7637707
2016/03/23,7331452
2016/03/24,7039384
2016/03/25,8839014
2016/03/26,10052848
2016/03/27,8473829
2016/03/28,6914733
2016/03/29,7295090
2016/03/30,7626575
2016/03/31,7648292
2016/04/01,7716960
2016/04/02,9895050
2016/04/03,9427852
2016/04/04,6815338
2016/04/05,7331398
2016/04/06,7883106
2016/04/07,5826846
2016/04/08,9064303
2016/04/09,9084110
2016/04/10,9140375
2016/04/11,7279328
2016/04/12,7028472
2016/04/13,7503282
2016/04/14,6760101
2016/04/15,8690819
2016/04/16,9630724
2016/04/17,7187617
2016/04/18,7438970
2016/04/19,7492934
2016/04/20,8162572
2016/04/21,6629353
2016/04/22,8055245
2016/04/23,8966914
2016/04/24,7743544
2016/04/25,7593398
2016/04/26,7367847
2016/04/27,7268913
2016/04/28,6356351
2016/04/29,8044467
2016/04/30,8430357
2016/05/01,7777512
2016/05/02,8696800
2016/05/03,7508630
2016/05/04,6966347
2016/05/05,9266169
2016/05/06,8519089
2016/05/07,9993324
2016/05/08,9094103
2016/05/09,6987146
2016/05/10,6820861
2016/05/11,6660787
2016/05/12,6787139
2016/05/13,7859550
2016/05/14,8478807
2016/05/15,8322443
2016/05/16,7298098
2016/05/17,5855653
2016/05/18,7469694
2016/05/19,7105670
2016/05/20,8040565
2016/05/21,8374076
2016/05/22,8502300
2016/05/23,7452454
2016/05/24,7192260
2016/05/25,6884486
2016/05/26,7173282
2016/05/27,8082023
2016/05/28,8672403
2016/05/29,7922472
2016/05/30,6196774
2016/05/31,7628011
2016/06/01,7328987
2016/06/02,7425010
2016/06/03,8072370
2016/06/04,8954945
2016/06/05,8228708
2016/06/06,8170270
2016/06/07,6899183
2016/06/08,7204688
2016/06/09,6788422
2016/06/10,8460582
2016/06/11,9257464
2016/06/12,8910801
2016/06/13,5659431
2016/06/14,7354122
2016/06/15,7621104
2016/06/16,6839572
2016/06/17,8578442
2016/06/18,10627945
2016/06/19,9975715
2016/06/20,7317492
2016/06/21,6338898
2016/06/22,7549538
2016/06/23,6987050
2016/06/24,8340110
2016/06/25,8741313
2016/06/26,8135368
2016/06/27,7740714
2016/06/28,6447609
2016/06/29,7660866
2016/06/30,7443535
2016/07/01,7757777
2016/07/02,8705522
2016/07/03,8116027
2016/07/04,6881905
2016/07/05,7411853
2016/07/06,7345261
2016/07/07,6999687
2016/07/08,8619919
2016/07/09,7729464
2016/07/10,9069267
2016/07/11,7034778
2016/07/12,7438674
2016/07/13,6581600
2016/07/14,6313299
2016/07/15,7125784
2016/07/16,8758207
2016/07/17,7575916
2016/07/18,6990399
2016/07/19,7303457
2016/07/20,7215435
2016/07/21,5787173
2016/07/22,7255823
2016/07/23,8022006
2016/07/24,8151675
2016/07/25,6947758
2016/07/26,6747542
2016/07/27,7303700
2016/07/28,6648846
2016/07/29,7818884
2016/07/30,9768899
2016/07/31,8240592
2016/08/01,6328092
2016/08/02,6659981
2016/08/03,6659538
2016/08/04,6741986
2016/08/05,7190569
2016/08/06,7891153
2016/08/07,7200386
2016/08/08,7333157
2016/08/09,6298669
2016/08/10,6911698
2016/08/11,7348563
2016/08/12,8009555
2016/08/13,7371088
2016/08/14,8166719
2016/08/15,7763886
2016/08/16,7107522
2016/08/17,6253107
2016/08/18,5849430
2016/08/19,8106843
2016/08/20,7824128
2016/08/21,8414072
2016/08/22,3408340
2016/08/23,8086819
2016/08/24,6512523
2016/08/25,6781225
2016/08/26,7905994
2016/08/27,7975983
2016/08/28,8420035
2016/08/29,6517770
2016/08/30,5764152
2016/08/31,6772611
2016/09/01,6965060
2016/09/02,7392948
2016/09/03,8681737
2016/09/04,7531274
2016/09/05,7176298
2016/09/06,7305382
2016/09/07,7254082
2016/09/08,5452685
2016/09/09,8493256
2016/09/10,8956665
2016/09/11,8071466
2016/09/12,7176851
2016/09/13,5968875
2016/09/14,7242297
2016/09/15,7048020
2016/09/16,8000233
2016/09/17,9011224
2016/09/18,7896184
2016/09/19,6867456
2016/09/20,5759187
2016/09/21,7740625
2016/09/22,5900174
2016/09/23,8276445
2016/09/24,7977230
2016/09/25,8608413
2016/09/26,7489358
2016/09/27,7204302
2016/09/28,6801776
2016/09/29,6998737
2016/09/30,8399304
2016/10/01,8448452
2016/10/02,7974024
2016/10/03,7334703
2016/10/04,7344296
2016/10/05,6676289
2016/10/06,6364910
2016/10/07,8399608
2016/10/08,8157148
2016/10/09,8465806
2016/10/10,7234112
2016/10/11,7047581
2016/10/12,7198922
2016/10/13,6739648
2016/10/14,10961560
2016/10/15,11603663
2016/10/16,9556863
2016/10/17,6688616
2016/10/18,7581204
2016/10/19,6997188
2016/10/20,6959578
2016/10/21,7885727
2016/10/22,8695401
2016/10/23,7893489
2016/10/24,6930053
2016/10/25,6420092
2016/10/26,7001752
2016/10/27,6983864
2016/10/28,6948102
2016/10/29,9394841
2016/10/30,8461763
2016/10/31,6966610
2016/11/01,6913919
2016/11/02,7655454
2016/11/03,7648656
2016/11/04,7962183
2016/11/05,8155343
2016/11/06,7845751
2016/11/07,7052850
2016/11/08,6820937
2016/11/09,6743612
2016/11/10,7182275
2016/11/11,7168625
2016/11/12,9596402
2016/11/13,9030384
2016/11/14,6474805
2016/11/15,6904786
2016/11/16,6799377
2016/11/17,8401822
2016/11/18,8827525
2016/11/19,8653888
2016/11/20,8773965
2016/11/21,6512881
2016/11/22,8198355
2016/11/23,7885450
2016/11/24,4910725
2016/11/25,8973125
2016/11/26,9852520
2016/11/27,7829341
2016/11/28,7136762
2016/11/29,7462259
2016/11/30,8131397
2016/12/01,7086035
2016/12/02,8429941
2016/12/03,8723924
2016/12/04,9397228
2016/12/05,7422384
2016/12/06,7480111
2016/12/07,7374721
2016/12/08,7077461
2016/12/09,7991490
2016/12/10,9285012
2016/12/11,9467038
2016/12/12,7916622
2016/12/13,7003449
2016/12/14,7179648
2016/12/15,8014017
2016/12/16,8661645
2016/12/17,9415086
2016/12/18,8824976
2016/12/19,9040463
2016/12/20,8263420
2016/12/21,8721164
2016/12/22,9765492
2016/12/23,12620737
2016/12/24,16793897
2016/12/25,12344377
2016/12/26,11045833
2016/12/27,10053457
2016/12/28,15957911
2016/12/29,19550293
2016/12/30,26231300
2016/12/31,25929272
2017/01/01,9084581
2017/01/02,7967356
2017/01/03,6473446
2017/01/04,5912114
2017/01/05,6520216
2017/01/06,8126094
2017/01/07,8572890
2017/01/08,6723329
2017/01/09,7720846
2017/01/10,7263179
2017/01/11,6677109
2017/01/12,6936312
2017/01/13,7911204
2017/01/14,8391148
2017/01/15,6749969
2017/01/16,7191749
2017/01/17,6729934
2017/01/18,7059399
2017/01/19,7291711
2017/01/20,6420400
2017/01/21,7543956
2017/01/22,7850137
2017/01/23,7364315
2017/01/24,6707184
2017/01/25,6954875
2017/01/26,6926705
2017/01/27,7892409
2017/01/28,8873491
2017/01/29,8314607
2017/01/30,6973459
2017/01/31,6890041
2017/02/01,7060848
2017/02/02,7430244
2017/02/03,10584856
2017/02/04,9030486
2017/02/05,7698722
2017/02/06,7194654
2017/02/07,7118480
2017/02/08,7585534
2017/02/09,5768130
2017/02/10,8969155
2017/02/11,9520013
2017/02/12,9117572
2017/02/13,8526095
2017/02/14,7776846
2017/02/15,7228098
2017/02/16,6827878
2017/02/17,7672234
2017/02/18,8409489
2017/02/19,7993542
2017/02/20,6271434
2017/02/21,7384380
2017/02/22,7597068
2017/02/23,6138053
2017/02/24,8827808
2017/02/25,8878309
2017/02/26,9077709
2017/02/27,6912822
2017/02/28,6758584
2017/03/01,7035141
2017/03/02,6678831
2017/03/03,10200655
2017/03/04,9266699
2017/03/05,8708555
2017/03/06,6670378
2017/03/07,6975937
2017/03/08,6471172
2017/03/09,6642380
2017/03/10,8206722
2017/03/11,9281176
2017/03/12,8837389
2017/03/13,7492084
2017/03/14,6704964
2017/03/15,6541601
2017/03/16,6062591
2017/03/17,7571469
2017/03/18,7910623
2017/03/19,7702393
2017/03/20,7248114
2017/03/21,5544233
2017/03/22,7269788
2017/03/23,6486611
2017/03/24,7820530
2017/03/25,9439502
2017/03/26,6865736
2017/03/27,6480541
2017/03/28,6980188
2017/03/29,6595191
2017/03/30,7194429
2017/03/31,7112333
2017/04/01,8305131
2017/04/02,8616410
2017/04/03,7195050
2017/04/04,7002355
2017/04/05,6713074
2017/04/06,7016129
2017/04/07,8487423
2017/04/08,9098972
2017/04/09,8047138
2017/04/10,7574744
2017/04/11,4932549
2017/04/12,7584871
2017/04/13,7166386
2017/04/14,7945762
2017/04/15,8330768
2017/04/16,8212164
2017/04/17,6634318
2017/04/18,6778497
2017/04/19,7147545
2017/04/20,7052434
2017/04/21,7513581
2017/04/22,7539708
2017/04/23,8014986
2017/04/24,7466295
2017/04/25,7164832
2017/04/26,6888396
2017/04/27,6628213
2017/04/28,8552261
2017/04/29,8393394
2017/04/30,8703370
2017/05/01,7074512
2017/05/02,8562427
2017/05/03,7421411
2017/05/04,6815722
2017/05/05,7914243
2017/05/06,8166595
2017/05/07,8030430
2017/05/08,7389319
2017/05/09,6806168
2017/05/10,6131016
2017/05/11,6834315
2017/05/12,9225343
2017/05/13,7885802
2017/05/14,10184012
2017/05/15,7154019
2017/05/16,6746951
2017/05/17,6892819
2017/05/18,5874441
2017/05/19,8411737
2017/05/20,8527436
2017/05/21,7750579
2017/05/22,6919086
2017/05/23,6716166
2017/05/24,6720473
2017/05/25,6861992
2017/05/26,8590542
2017/05/27,8769357
2017/05/28,8447826
2017/05/29,6764670
2017/05/30,6184292
2017/05/31,6664289
2017/06/01,6712437
2017/06/02,8091078
2017/06/03,8671977
2017/06/04,8541994
2017/06/05,7029468
2017/06/06,7140294
2017/06/07,6823215
2017/06/08,6602195
2017/06/09,7385197
2017/06/10,8471920
2017/06/11,8409588
2017/06/12,7796018
2017/06/13,5881565
2017/06/14,7590522
2017/06/15,7416477
2017/06/16,8781490
2017/06/17,9640377
2017/06/18,9061293
2017/06/19,7269366
2017/06/20,7287150
2017/06/21,5470147
2017/06/22,7294424
2017/06/23,8684953
2017/06/24,9565692
2017/06/25,8360977
2017/06/26,7218719
2017/06/27,6879924
2017/06/28,6569177
2017/06/29,6744523
2017/06/30,7731042
2017/07/01,8820051
2017/07/02,8565834
2017/07/03,7156824
2017/07/04,7087522
2017/07/05,6986831
2017/07/06,6835064
2017/07/07,7697961
2017/07/08,7822781
2017/07/09,7821143
2017/07/10,6915403
2017/07/11,6915927
2017/07/12,7136284
2017/07/13,6722641
2017/07/14,7639921
2017/07/15,7865927
2017/07/16,7155231
2017/07/17,6553107
2017/07/18,6684768
2017/07/19,6950201
2017/07/20,6376083
2017/07/21,7472889
2017/07/22,8129536
2017/07/23,7558456
2017/07/24,6848959
2017/07/25,8028433
2017/07/26,5930942
2017/07/27,6487666
2017/07/28,6687596
2017/07/29,6532977
2017/07/30,7445651
2017/07/31,6543885
2017/08/01,5537669
2017/08/02,6909815
2017/08/03,7198898
2017/08/04,7879228
2017/08/05,7691738
2017/08/06,7719635
2017/08/07,6799529
2017/08/08,6089841
2017/08/09,6536845
2017/08/10,7217427
2017/08/11,7594868
2017/08/12,7979807
2017/08/13,7018458
2017/08/14,6281150
2017/08/15,5927984
2017/08/16,6008139
2017/08/17,7161341
2017/08/18,7225307
2017/08/19,7203792
2017/08/20,7436440
2017/08/21,6640201
2017/08/22,6677328
2017/08/23,6202526
2017/08/24,6527557
2017/08/25,7670069
2017/08/26,7977912
2017/08/27,8404743
2017/08/28,6436734
2017/08/29,5784700
2017/08/30,6817130
2017/08/31,6544980
2017/09/01,8184651
2017/09/02,8118137
2017/09/03,8120553
2017/09/04,6291157
2017/09/05,7021120
2017/09/06,6315625
2017/09/07,6411681
2017/09/08,7984791
2017/09/09,8127902
2017/09/10,7469078
2017/09/11,6794800
2017/09/12,5992097
2017/09/13,7046524
2017/09/14,6974819
2017/09/15,8166620
2017/09/16,8340145
2017/09/17,5366588
2017/09/18,6991530
2017/09/19,7082731
2017/09/20,6530454
2017/09/21,6573899
2017/09/22,7456000
2017/09/23,9299323
2017/09/24,8461075
2017/09/25,6848474
2017/09/26,6563771
2017/09/27,6485734
2017/09/28,5639619
2017/09/29,7593973
2017/09/30,7641104
2017/10/01,7432655
2017/10/02,6761991
2017/10/03,6360850
2017/10/04,6974912
2017/10/05,6518636
2017/10/06,7040638
2017/10/07,8488007
2017/10/08,7424832
2017/10/09,7032238
2017/10/10,6681303
2017/10/11,6450688
2017/10/12,6216013
2017/10/13,10664096
2017/10/14,11855380
2017/10/15,10345179
2017/10/16,6201619
2017/10/17,7432877
2017/10/18,7781053
2017/10/19,5658232
2017/10/20,8321555
2017/10/21,9188832
2017/10/22,4913514
2017/10/23,6324407
2017/10/24,7500400
2017/10/25,6150032
2017/10/26,7114786
2017/10/27,8460468
2017/10/28,7541565
2017/10/29,5417957
2017/10/30,7320736
2017/10/31,7287300
2017/11/01,7071074
2017/11/02,7615028
2017/11/03,8347214
2017/11/04,8266504
2017/11/05,7453035
2017/11/06,6876123
2017/11/07,6510500
2017/11/08,6338993
2017/11/09,6451470
2017/11/10,8300763
2017/11/11,8380212
2017/11/12,8902305
2017/11/13,6406856
2017/11/14,6127732
2017/11/15,7209697
2017/11/16,7943798
2017/11/17,8541479
2017/11/18,7584968
2017/11/19,8292595
2017/11/20,6651264
2017/11/21,7099091
2017/11/22,6791208
2017/11/23,6347230
2017/11/24,7666301
2017/11/25,8039780
2017/11/26,7589569
2017/11/27,7054054
2017/11/28,7116987
2017/11/29,7135175
2017/11/30,6341193
2017/12/01,8304689
2017/12/02,7984943
2017/12/03,7798326
2017/12/04,7068800
2017/12/05,7052604
2017/12/06,7247394
2017/12/07,6613389
2017/12/08,7572632
2017/12/09,7882338
2017/12/10,7639032
2017/12/11,7476376
2017/12/12,6505813
2017/12/13,6869087
2017/12/14,6906541
2017/12/15,8185313
2017/12/16,9132344
2017/12/17,9088025
2017/12/18,7908724
2017/12/19,8104192
2017/12/20,7976778
2017/12/21,7928685
2017/12/22,10601091
2017/12/23,12415729
2017/12/24,14433067
2017/12/25,10046687
2017/12/26,9950921
2017/12/27,10794282
2017/12/28,14559963
2017/12/29,18730769
2017/12/30,24367427
2017/12/31,25406976
2018/01/01,8270311
2018/01/02,7398667
2018/01/03,6140542
2018/01/04,5932232
2018/01/05,6648091
2018/01/06,7638677
2018/01/07,7037860
2018/01/08,5732807
2018/01/09,7217341
2018/01/10,6348277
2018/01/11,6914113
2018/01/12,7470151
2018/01/13,7930309
2018/01/14,7938435
2018/01/15,6257340
2018/01/16,7481199
2018/01/17,5256753
2018/01/18,6646419
2018/01/19,7107307
2018/01/20,7922289
2018/01/21,8071403
2018/01/22,4604212
2018/01/23,5387397
2018/01/24,7294192
2018/01/25,6571054
2018/01/26,7756678
2018/01/27,8824143
2018/01/28,7432591
2018/01/29,6770443
2018/01/30,8432025
2018/01/31,7034005
2018/02/01,6551754
2018/02/02,5526649
2018/02/03,10489269
2018/02/04,7117780
2018/02/05,6502765
2018/02/06,8575516
2018/02/07,6509194
2018/02/08,7050401
2018/02/09,8071895
2018/02/10,8249434
2018/02/11,8000485
2018/02/12,7205679
2018/02/13,9373012
2018/02/14,7169103
2018/02/15,7228756
2018/02/16,7387617
2018/02/17,8559896
2018/02/18,7896170
2018/02/19,6912695
2018/02/20,8381263
2018/02/21,6477185
2018/02/22,5873595
2018/02/23,7467650
2018/02/24,8232914
2018/02/25,6641430
2018/02/26,6359946
2018/02/27,8981409
2018/02/28,6708414
2018/03/01,5829047
2018/03/02,7983335
2018/03/03,9603966
2018/03/04,7140480
2018/03/05,5088038
2018/03/06,6901887
2018/03/07,6458157
2018/03/08,4903775
2018/03/09,6514130
2018/03/10,8307033
2018/03/11,7559994
2018/03/12,6246497
2018/03/13,6798882
2018/03/14,6729450
2018/03/15,6172710
2018/03/16,6426918
2018/03/17,7794619
2018/03/18,6889592
2018/03/19,6693219
2018/03/20,6551269
2018/03/21,4960431
2018/03/22,6773637
2018/03/23,7618637
2018/03/24,8494777
2018/03/25,7748412
2018/03/26,6191504
2018/03/27,6140855
2018/03/28,6406697
2018/03/29,6570466
2018/03/30,7102612
2018/03/31,8090232
2018/04/01,7625193
2018/04/02,6656478
2018/04/03,6425763
2018/04/04,6184274
2018/04/05,6353150
2018/04/06,7827506
2018/04/07,8353872
2018/04/08,7931008
2018/04/09,6450314
2018/04/10,6704263
2018/04/11,5805844
2018/04/12,6225428
2018/04/13,8583018
2018/04/14,8840613
2018/04/15,6989154
2018/04/16,6483268
2018/04/17,6744228
2018/04/18,5914165
2018/04/19,6651745
2018/04/20,7072158
2018/04/21,7865996
2018/04/22,6860774
2018/04/23,6849609
2018/04/24,6196365
2018/04/25,5741032
2018/04/26,6712851
2018/04/27,8530875
2018/04/28,8550280
2018/04/29,7520863
2018/04/30,6413936
2018/05/01,7324226
2018/05/02,7223291
2018/05/03,6878097
2018/05/04,7310509
2018/05/05,8037255
2018/05/06,7800692
2018/05/07,5458392
2018/05/08,6356260
2018/05/09,6142342
2018/05/10,6240936
2018/05/11,8116061
2018/05/12,8633285
2018/05/13,7066246
2018/05/14,6505122
2018/05/15,6886647
2018/05/16,6245046
2018/05/17,6512239
2018/05/18,6986456
2018/05/19,7930951
2018/05/20,6820360
2018/05/21,6186821
2018/05/22,6895043
2018/05/23,5484513
2018/05/24,6086008
2018/05/25,7801256
2018/05/26,8044621
2018/05/27,7753678
2018/05/28,6171963
2018/05/29,6598341
2018/05/30,5680454
2018/05/31,6683092
2018/06/01,7543373
2018/06/02,7951783
2018/06/03,7084983
2018/06/04,6457188
2018/06/05,7392556
2018/06/06,5282454
2018/06/07,6152580
2018/06/08,7889401
2018/06/09,9052088
2018/06/10,6493938
2018/06/11,5065940
2018/06/12,7051689
2018/06/13,6831970
2018/06/14,6686554
2018/06/15,6698589
2018/06/16,9149250
2018/06/17,8800262
2018/06/18,6311201
2018/06/19,7581933
2018/06/20,5177188
2018/06/21,6436505
2018/06/22,8180742
2018/06/23,8023204
2018/06/24,8155225
2018/06/25,6027299
2018/06/26,6672737
2018/06/27,6100722
2018/06/28,6569503
2018/06/29,6879470
2018/06/30,7955979
2018/07/01,7397895
2018/07/02,6648890
2018/07/03,7405970
2018/07/04,7133122
2018/07/05,5890858
2018/07/06,6471187
2018/07/07,8545976
2018/07/08,7843557
2018/07/09,6545109
2018/07/10,6641637
2018/07/11,6539545
2018/07/12,6259689
2018/07/13,7453967
2018/07/14,7744017
2018/07/15,6518873
2018/07/16,6169918
2018/07/17,6717094
2018/07/18,6275079
2018/07/19,5777818
2018/07/20,8128871
2018/07/21,7138636
2018/07/22,6635109
2018/07/23,6071754
2018/07/24,6694466
2018/07/25,6212343
2018/07/26,5903789
2018/07/27,9575051
2018/07/28,5235577
2018/07/29,7082303
2018/07/30,6109641
2018/07/31,6439632
2018/08/01,6387156
2018/08/02,5808443
2018/08/03,6931541
2018/08/04,7187617
2018/08/05,7175115
2018/08/06,6505128
2018/08/07,7408739
2018/08/08,4943129
2018/08/09,5435095
2018/08/10,6803961
2018/08/11,6888608
2018/08/12,7291904
2018/08/13,5937386
2018/08/14,6889737
2018/08/15,6489037
2018/08/16,5980257
2018/08/17,6722199
2018/08/18,7191104
2018/08/19,6219965
2018/08/20,6482530
2018/08/21,6267361
2018/08/22,5785393
2018/08/23,5710324
2018/08/24,7169859
2018/08/25,7398913
2018/08/26,6858917
2018/08/27,5875957
2018/08/28,6203311
2018/08/29,5959047
2018/08/30,5317566
2018/08/31,6738349
2018/09/01,7366601
2018/09/02,6452011
2018/09/03,7504050
2018/09/04,5275120
2018/09/05,6727850
2018/09/06,6272837
2018/09/07,8048778
2018/09/08,7950094
2018/09/09,7580079
2018/09/10,5954687
2018/09/11,7336003
2018/09/12,6350256
2018/09/13,6112021
2018/09/14,7528074
2018/09/15,8147069
2018/09/16,8227733
2018/09/17,6443957
2018/09/18,6471017
2018/09/19,6721937
2018/09/20,5409917
2018/09/21,6431435
2018/09/22,8117960
2018/09/23,7324631
2018/09/24,7111478
2018/09/25,5569667
2018/09/26,5948065
2018/09/27,6747181
2018/09/28,8334105
2018/09/29,7865419
2018/09/30,5583937
2018/10/01,6167287
2018/10/02,7511393
2018/10/03,6786887
2018/10/04,6199298
2018/10/05,7061465
2018/10/06,8043193
2018/10/07,6641743
2018/10/08,6504531
2018/10/09,7066341
2018/10/10,6355672
2018/10/11,5901467
2018/10/12,7716048
2018/10/13,8333755
2018/10/14,6510758
2018/10/15,6409344
2018/10/16,6815679
2018/10/17,6319204
2018/10/18,5957192
2018/10/19,10836714
2018/10/20,11087989
2018/10/21,10201864
2018/10/22,6419674
2018/10/23,6711810
2018/10/24,6208074
2018/10/25,6410874
2018/10/26,8054108
2018/10/27,7768288
2018/10/28,8227514
2018/10/29,6147225
2018/10/30,6476282
2018/10/31,6299942
2018/11/01,6234032
2018/11/02,7526297
2018/11/03,8045185
2018/11/04,6459730
2018/11/05,6568678
2018/11/06,5743693
2018/11/07,6877159
2018/11/08,6349572
2018/11/09,6531153
2018/11/10,8211592
2018/11/11,6824623
2018/11/12,6343242
2018/11/13,6652566
2018/11/14,6022481
2018/11/15,7643985
2018/11/16,8104666
2018/11/17,8230681
2018/11/18,7621454
2018/11/19,5772618
2018/11/20,7268624
2018/11/21,6640595
2018/11/22,6940605
2018/11/23,8542016
2018/11/24,8657924
2018/11/25,8222777
2018/11/26,6554346
2018/11/27,6744241
2018/11/28,6845253
2018/11/29,6383081
2018/11/30,7317528
2018/12/01,7984800
2018/12/02,7305247
2018/12/03,6980785
2018/12/04,7291075
2018/12/05,6818876
2018/12/06,6433290
2018/12/07,8746937
2018/12/08,8400507
2018/12/09,9096078
2018/12/10,7082035
2018/12/11,6353974
2018/12/12,6281084
2018/12/13,6537271
2018/12/14,8123019
2018/12/15,8840264
