date,sales
2018/12/16,7806452
2018/12/17,7287105
2018/12/18,7633129
2018/12/19,7715964
2018/12/20,8080024
2018/12/21,9534433
2018/12/22,10768555
2018/12/23,11718659
2018/12/24,14430510
2018/12/25,10166250
2018/12/26,10057976
2018/12/27,10643897
2018/12/28,15049825
2018/12/29,17661147
2018/12/30,24788602
2018/12/31,25362343
2019/01/01,0
2019/01/02,6824084
2019/01/03,5793120
2019/01/04,6445798
2019/01/05,7017508
2019/01/06,6508692
2019/01/07,6375805
2019/01/08,6806285
2019/01/09,5799499
2019/01/10,6187559
2019/01/11,7346316
2019/01/12,7151857
2019/01/13,6777610
2019/01/14,6431017
2019/01/15,6468453
2019/01/16,6248881
2019/01/17,6095967
2019/01/18,7574126
2019/01/19,7969164
2019/01/20,7728207
2019/01/21,7330653
2019/01/22,7579763
2019/01/23,7047947
2019/01/24,5991712
2019/01/25,11024323
2019/01/26,10993461
2019/01/27,10527326
2019/01/28,6110051
2019/01/29,6448761
2019/01/30,6828795
2019/01/31,5619927
2019/02/01,7875728
2019/02/02,8577496
2019/02/03,9639477
2019/02/04,6632626
2019/02/05,7242770
2019/02/06,5225188
2019/02/07,7014560
2019/02/08,10675616
2019/02/09,6334977
2019/02/10,8107178
2019/02/11,7111090
2019/02/12,7528856
2019/02/13,7948851
2019/02/14,7650056
2019/02/15,8456871
2019/02/16,9410036
2019/02/17,8282506
2019/02/18,6547564
2019/02/19,6969694
2019/02/20,6565838
2019/02/21,6332479
2019/02/22,8210780
2019/02/23,8604051
2019/02/24,7737665
2019/02/25,6323339
2019/02/26,6704893
2019/02/27,6380473
2019/02/28,5426977
2019/03/01,8203096
2019/03/02,9707701
2019/03/03,7372830
2019/03/04,5520712
2019/03/05,7265197
2019/03/06,6292276
2019/03/07,5042764
2019/03/08,7805989
2019/03/09,8451613
2019/03/10,7623243
2019/03/11,6278952
2019/03/12,7024164
2019/03/13,6404564
2019/03/14,6304073
2019/03/15,7989070
2019/03/16,8044151
2019/03/17,7125059
2019/03/18,6225778
2019/03/19,7040383
2019/03/20,7139639
2019/03/21,6711364
2019/03/22,7889282
2019/03/23,7982502
2019/03/24,7609345
2019/03/25,6429297
2019/03/26,6585798
2019/03/27,6259960
2019/03/28,6363195
2019/03/29,7714347
2019/03/30,7076150
2019/03/31,7394317
2019/04/01,6172237
2019/04/02,7249158
2019/04/03,7131839
2019/04/04,6462358
2019/04/05,7311033
2019/04/06,8700631
2019/04/07,8256679
2019/04/08,5755646
2019/04/09,7722796
2019/04/10,4648120
2019/04/11,6996743
2019/04/12,7684016
2019/04/13,8285095
2019/04/14,7576207
2019/04/15,6354210
2019/04/16,7424350
2019/04/17,6369214
2019/04/18,6084515
2019/04/19,7150490
2019/04/20,8597184
2019/04/21,7522547
2019/04/22,6240213
2019/04/23,6820264
2019/04/24,6266706
2019/04/25,6396077
2019/04/26,8197859
2019/04/27,9053506
2019/04/28,8253915
2019/04/29,7196689
2019/04/30,6246821
2019/05/01,6193862
2019/05/02,6522838
2019/05/03,6846061
2019/05/04,6327915
2019/05/05,7970845
2019/05/06,6510412
2019/05/07,7271573
2019/05/08,6605545
2019/05/09,6403232
2019/05/10,8053164
2019/05/11,9246313
2019/05/12,11088424
2019/05/13,9600861
2019/05/14,8936978
2019/05/15,6175341
2019/05/16,5672979
2019/05/17,7106278
2019/05/18,7480205
2019/05/19,6933655
2019/05/20,6160726
2019/05/21,4798532
2019/05/22,6713077
2019/05/23,6168556
2019/05/24,8530595
2019/05/25,7710886
2019/05/26,7368315
2019/05/27,5669826
2019/05/28,6032311
2019/05/29,6591545
2019/05/30,5904149
2019/05/31,7168830
2019/06/01,7447876
2019/06/02,6963599
2019/06/03,6533121
2019/06/04,6684123
2019/06/05,6107512
2019/06/06,6164942
2019/06/07,6089323
2019/06/08,8119003
2019/06/09,6273585
2019/06/10,5218077
2019/06/11,7651962
2019/06/12,6481118
2019/06/13,6119434
2019/06/14,8384815
2019/06/15,6190724
2019/06/16,8866016
2019/06/17,6453066
2019/06/18,6847559
2019/06/19,6211336
2019/06/20,6104961
2019/06/21,7557577
2019/06/22,7712924
2019/06/23,7419638
2019/06/24,6007241
2019/06/25,7437919
2019/06/26,6491403
2019/06/27,6269417
2019/06/28,6448197
2019/06/29,7672474
2019/06/30,6612012
2019/07/01,6063780
2019/07/02,7053424
2019/07/03,6482675
2019/07/04,5820333
2019/07/05,7609670
2019/07/06,7756475
2019/07/07,6209297
2019/07/08,6582948
2019/07/09,7076365
2019/07/10,6541535
2019/07/11,6056304
2019/07/12,6936332
2019/07/13,8329488
2019/07/14,6496295
2019/07/15,6327221
2019/07/16,6318200
2019/07/17,6655700
2019/07/18,6131240
2019/07/19,7113662
2019/07/20,7866611
2019/07/21,7481072
2019/07/22,5685786
2019/07/23,6454377
2019/07/24,5889608
2019/07/25,6141748
2019/07/26,7801744
2019/07/27,7984879
2019/07/28,6420458
2019/07/29,6286520
2019/07/30,6472085
2019/07/31,6073809
2019/08/01,5815385
2019/08/02,6706218
2019/08/03,6874369
2019/08/04,6150650
2019/08/05,6001213
2019/08/06,6569790
2019/08/07,6172793
2019/08/08,5951973
2019/08/09,6927553
2019/08/10,7140419
2019/08/11,6289844
2019/08/12,5957289
2019/08/13,6392750
2019/08/14,6095741
2019/08/15,5574295
2019/08/16,6979878
2019/08/17,7163887
2019/08/18,6013045
2019/08/19,5897127
2019/08/20,6222554
2019/08/21,5919161
2019/08/22,6209410
2019/08/23,6986581
2019/08/24,7970541
2019/08/25,6843081
2019/08/26,5835802
2019/08/27,6150312
2019/08/28,5273164
2019/08/29,6447050
2019/08/30,6493098
2019/08/31,7510283
2019/09/01,6867334
2019/09/02,6058648
2019/09/03,6186840
2019/09/04,6648337
2019/09/05,6336471
2019/09/06,7732233
2019/09/07,8629644
2019/09/08,7103359
2019/09/09,5154341
2019/09/10,6738571
2019/09/11,6065388
2019/09/12,6502311
2019/09/13,7662884
2019/09/14,7781560
2019/09/15,6889848
2019/09/16,6597350
2019/09/17,7344977
2019/09/18,5415504
2019/09/19,6362751
2019/09/20,7877972
2019/09/21,8020542
2019/09/22,6868610
2019/09/23,6227215
2019/09/24,6895777
2019/09/25,6479198
2019/09/26,6222696
2019/09/27,7477992
2019/09/28,7749249
2019/09/29,7134947
2019/09/30,7171360
2019/10/01,5737569
2019/10/02,6171849
2019/10/03,6149623
2019/10/04,7579907
2019/10/05,8678622
2019/10/06,7281593
2019/10/07,5662591
2019/10/08,6848625
2019/10/09,6590001
2019/10/10,8305157
2019/10/11,12877464
2019/10/12,0
2019/10/13,4404838
2019/10/14,6668694
2019/10/15,7115783
2019/10/16,6825817
2019/10/17,6115364
2019/10/18,9716952
2019/10/19,10898482
2019/10/20,10047849
2019/10/21,7145823
2019/10/22,5131340
2019/10/23,6840903
2019/10/24,6825437
2019/10/25,5593309
2019/10/26,9083594
2019/10/27,8080991
2019/10/28,6973618
2019/10/29,5204522
2019/10/30,6814000
2019/10/31,7127532
2019/11/01,6976282
2019/11/02,8465571
2019/11/03,7093182
2019/11/04,6487454
2019/11/05,6709278
2019/11/06,6425197
2019/11/07,5855060
2019/11/08,6934904
2019/11/09,7714913
2019/11/10,6651931
2019/11/11,5979734
2019/11/12,6441796
2019/11/13,6525707
2019/11/14,5966784
2019/11/15,8002425
2019/11/16,8583453
2019/11/17,7792999
2019/11/18,5842620
2019/11/19,6275493
2019/11/20,6620135
2019/11/21,7185830
2019/11/22,5714338
2019/11/23,7106689
2019/11/24,7623685
2019/11/25,6668831
2019/11/26,6192283
2019/11/27,7072676
2019/11/28,5759025
2019/11/29,8349349
2019/11/30,7916795
2019/12/01,7019067
2019/12/02,5937316
2019/12/03,7376599
2019/12/04,6758250
2019/12/05,6509373
2019/12/06,8578787
2019/12/07,7311982
2019/12/08,9202019
2019/12/09,6869689
2019/12/10,6328613
2019/12/11,6472501
2019/12/12,6956641
2019/12/13,8847020
2019/12/14,8548869
2019/12/15,7620006
2019/12/16,7651913
2019/12/17,6375499
2019/12/18,7943704
2019/12/19,7105907
2019/12/20,8850875
2019/12/21,10374830
2019/12/22,7797279
2019/12/23,9697770
2019/12/24,13781407
2019/12/25,10735392
2019/12/26,9897087
2019/12/27,12718918
2019/12/28,14390856
2019/12/29,17256972
2019/12/30,25409503
2019/12/31,25503950
2020/01/01,0
2020/01/02,7004272
2020/01/03,6808949
2020/01/04,6485058
2020/01/05,6394481
2020/01/06,6335193
2020/01/07,5840330
2020/01/08,5802434
2020/01/09,6169925
2020/01/10,7148923
2020/01/11,7352770
2020/01/12,6461705
2020/01/13,6595147
2020/01/14,6269112
2020/01/15,5800526
2020/01/16,6190822
2020/01/17,7474566
2020/01/18,5873811
2020/01/19,7451006
2020/01/20,6347117
2020/01/21,5879604
2020/01/22,6552361
2020/01/23,5501151
2020/01/24,9860730
2020/01/25,10145552
2020/01/26,9469373
2020/01/27,6600919
2020/01/28,3725381
2020/01/29,6770090
2020/01/30,6052293
2020/01/31,7259511
2020/02/01,7534305
2020/02/02,7133231
2020/02/03,9187314
2020/02/04,6018987
2020/02/05,6495232
2020/02/06,5936682
2020/02/07,7862570
2020/02/08,8752966
2020/02/09,7118556
2020/02/10,7697076
2020/02/11,6675253
2020/02/12,7102639
2020/02/13,7138530
2020/02/14,9355251
2020/02/15,8518852
2020/02/16,7117290
2020/02/17,6658539
2020/02/18,6392280
2020/02/19,6746424
2020/02/20,6109638
2020/02/21,8182502
2020/02/22,8370466
2020/02/23,7780504
2020/02/24,7565414
2020/02/25,7399592
2020/02/26,6811005
2020/02/27,7056949
2020/02/28,9819166
2020/02/29,9453652
2020/03/01,8634668
2020/03/02,6591313
2020/03/03,9581283
2020/03/04,6197866
2020/03/05,7268774
2020/03/06,7779973
2020/03/07,7896376
2020/03/08,6082961
2020/03/09,7496987
2020/03/10,5905585
2020/03/11,7561287
2020/03/12,7521587
2020/03/13,8327843
2020/03/14,6467758
2020/03/15,8320944
2020/03/16,7126849
2020/03/17,6975356
2020/03/18,7630947
2020/03/19,7887181
2020/03/20,8527034
2020/03/21,8589618
2020/03/22,7594467
2020/03/23,7677563
2020/03/24,7367834
2020/03/25,10310089
2020/03/26,15399363
2020/03/27,12094398
2020/03/28,8378028
2020/03/29,4476001
2020/03/30,11169572
2020/03/31,8237719
2020/04/01,6180552
2020/04/02,8090559
2020/04/03,9273925
2020/04/04,9137222
2020/04/05,7342776
2020/04/06,11411192
2020/04/07,7201648
2020/04/08,6663124
2020/04/09,6945589
2020/04/10,8939920
2020/04/11,9394514
2020/04/12,6748341
2020/04/13,4150023
2020/04/14,8738099
2020/04/15,8121059
2020/04/16,8005489
2020/04/17,9431732
2020/04/18,4963194
2020/04/19,9176718
2020/04/20,6149052
2020/04/21,8698206
2020/04/22,7761665
2020/04/23,8634702
2020/04/24,9466301
2020/04/25,8209737
2020/04/26,7143489
2020/04/27,7417411
2020/04/28,8813326
2020/04/29,7933185
2020/04/30,8378173
2020/05/01,9213762
2020/05/02,8422513
2020/05/03,7967777
2020/05/04,7802647
2020/05/05,8553019
2020/05/06,6442421
2020/05/07,8416224
2020/05/08,8969214
2020/05/09,8917954
2020/05/10,8238889
2020/05/11,7415063
2020/05/12,7516133
2020/05/13,7080902
2020/05/14,7344733
2020/05/15,8642252
2020/05/16,6856716
2020/05/17,8689807
2020/05/18,6834685
2020/05/19,6413095
2020/05/20,7519664
2020/05/21,6894983
2020/05/22,9091960
2020/05/23,8991210
2020/05/24,7595419
2020/05/25,7908590
2020/05/26,6922947
2020/05/27,7455245
2020/05/28,7202181
2020/05/29,8750648
2020/05/30,8773231
2020/05/31,7270408
2020/06/01,6101926
2020/06/02,7585677
2020/06/03,7409482
2020/06/04,7256519
2020/06/05,8173439
2020/06/06,7731993
2020/06/07,7958513
2020/06/08,7219764
2020/06/09,6761446
2020/06/10,7330217
2020/06/11,5839036
2020/06/12,8069051
2020/06/13,7208645
2020/06/14,7373737
2020/06/15,7585096
2020/06/16,7262500
2020/06/17,7262378
2020/06/18,7250157
2020/06/19,6333789
2020/06/20,9447067
2020/06/21,8436271
2020/06/22,6353224
2020/06/23,7547692
2020/06/24,6993766
2020/06/25,6619982
2020/06/26,8409286
2020/06/27,8550046
2020/06/28,6556259
2020/06/29,7979625
2020/06/30,6441453
2020/07/01,5923676
2020/07/02,8264899
2020/07/03,8064412
2020/07/04,8036381
2020/07/05,7691574
2020/07/06,6089576
2020/07/07,6779181
2020/07/08,6584980
2020/07/09,6031408
2020/07/10,8329909
2020/07/11,8434243
2020/07/12,7326037
2020/07/13,7163069
2020/07/14,6283667
2020/07/15,6844037
2020/07/16,7703587
2020/07/17,7302296
2020/07/18,7972047
2020/07/19,7243635
2020/07/20,7298396
2020/07/21,8207833
2020/07/22,8141663
2020/07/23,5970253
2020/07/24,8427868
2020/07/25,7184977
2020/07/26,6592288
2020/07/27,7548988
2020/07/28,6215535
2020/07/29,6839802
2020/07/30,6927712
2020/07/31,8159396
2020/08/01,8115188
2020/08/02,7117655
2020/08/03,6489451
2020/08/04,6600937
2020/08/05,6696506
2020/08/06,6971464
2020/08/07,7979062
2020/08/08,8229916
2020/08/09,7030560
2020/08/10,7214437
2020/08/11,6893804
2020/08/12,7175595
2020/08/13,7020734
2020/08/14,8383769
2020/08/15,7888705
2020/08/16,7166663
2020/08/17,6722425
2020/08/18,6433667
2020/08/19,6778791
2020/08/20,6500140
2020/08/21,7573919
2020/08/22,7977539
2020/08/23,6720631
2020/08/24,6599777
2020/08/25,6221654
2020/08/26,6521172
2020/08/27,6053662
2020/08/28,7487745
2020/08/29,7744027
2020/08/30,6763829
2020/08/31,6788914
2020/09/01,6974389
2020/09/02,6480349
2020/09/03,6598621
2020/09/04,8513741
2020/09/05,8658800
2020/09/06,7225970
2020/09/07,6196729
2020/09/08,6928539
2020/09/09,7160376
2020/09/10,6696910
2020/09/11,8433778
2020/09/12,7422828
2020/09/13,7041060
2020/09/14,7125755
2020/09/15,6900896
2020/09/16,6914448
2020/09/17,6765774
2020/09/18,8331560
2020/09/19,8966224
2020/09/20,7686721
2020/09/21,8159812
2020/09/22,7519414
2020/09/23,6310954
2020/09/24,4939393
2020/09/25,6754445
2020/09/26,7820761
2020/09/27,7474580
2020/09/28,7136080
2020/09/29,7742180
2020/09/30,7218219
2020/10/01,6732551
2020/10/02,8087711
2020/10/03,8156171
2020/10/04,6779420
2020/10/05,7192294
2020/10/06,7178319
2020/10/07,6563756
2020/10/08,5257093
2020/10/09,9719934
2020/10/10,7790797
2020/10/11,10829424
2020/10/12,7686441
2020/10/13,7066509
2020/10/14,7308533
2020/10/15,6936315
2020/10/16,8537580
2020/10/17,6849374
2020/10/18,7803804
2020/10/19,6688683
2020/10/20,7768462
2020/10/21,7423590
2020/10/22,6637631
2020/10/23,7570204
2020/10/24,9825349
2020/10/25,8578415
2020/10/26,6505241
2020/10/27,6573919
2020/10/28,6689920
2020/10/29,6300782
2020/10/30,7720614
2020/10/31,8486013
2020/11/01,7099095
2020/11/02,7134262
2020/11/03,6701196
2020/11/04,6546565
2020/11/05,6321136
2020/11/06,7730627
2020/11/07,7927583
2020/11/08,7189973
2020/11/09,6611040
2020/11/10,6621820
2020/11/11,6695308
2020/11/12,6386249
2020/11/13,8921625
2020/11/14,8565893
2020/11/15,7540972
2020/11/16,6756870
2020/11/17,7090572
2020/11/18,7051057
2020/11/19,7383862
2020/11/20,13947435
2020/11/21,11118624
2020/11/22,9166044
2020/11/23,8263756
2020/11/24,7855300
2020/11/25,7389041
2020/11/26,9209800
2020/11/27,8105360
2020/11/28,8214194
2020/11/29,7340209
2020/11/30,7133642
2020/12/01,7374165
2020/12/02,6438993
2020/12/03,7208385
2020/12/04,8772696
2020/12/05,7854534
2020/12/06,7962542
2020/12/07,7352403
2020/12/08,6791375
2020/12/09,6976030
2020/12/10,6780727
2020/12/11,8683555
2020/12/12,8932622
2020/12/13,9089451
2020/12/14,7289417
2020/12/15,7527035
2020/12/16,7528608
2020/12/17,7442665
2020/12/18,8984896
2020/12/19,10198367
2020/12/20,8651749
2020/12/21,8437059
2020/12/22,9120112
2020/12/23,11186888
2020/12/24,15522250
2020/12/25,13798657
2020/12/26,12054624
2020/12/27,12506244
2020/12/28,15676427
2020/12/29,20000718
2020/12/30,24949136
2020/12/31,24417389
2021/01/01,0
2021/01/02,0
2021/01/03,7656951
2021/01/04,6852125
2021/01/05,6750251
2021/01/06,6962503
2021/01/07,6703371
2021/01/08,8037911
2021/01/09,8229929
2021/01/10,7193524
2021/01/11,7263673
2021/01/12,6183521
2021/01/13,7480265
2021/01/14,6890846
2021/01/15,7882254
2021/01/16,8913569
2021/01/17,6794435
2021/01/18,7178866
2021/01/19,6841746
2021/01/20,7117201
2021/01/21,7153665
2021/01/22,8867167
2021/01/23,7671887
2021/01/24,5654342
2021/01/25,8453334
2021/01/26,7486217
2021/01/27,6784528
2021/01/28,5979811
2021/01/29,9287898
2021/01/30,8914232
2021/01/31,7556236
2021/02/01,7360745
2021/02/02,10631285
2021/02/03,7087729
2021/02/04,6822953
2021/02/05,9206351
2021/02/06,9604853
2021/02/07,7595995
2021/02/08,7317305
2021/02/09,7244207
2021/02/10,8220887
2021/02/11,7711369
2021/02/12,9715191
2021/02/13,10661465
2021/02/14,9458772
2021/02/15,5031185
2021/02/16,7622792
2021/02/17,7409512
2021/02/18,6695800
2021/02/19,8961426
2021/02/20,8989564
2021/02/21,7891435
2021/02/22,8084691
2021/02/23,6876337
2021/02/24,7270772
2021/02/25,7269836
2021/02/26,8368009
2021/02/27,9090409
2021/02/28,7725468
2021/03/01,7907672
2021/03/02,5958622
2021/03/03,9800483
2021/03/04,6813385
2021/03/05,7950457
2021/03/06,9243585
2021/03/07,7770166
2021/03/08,6092362
2021/03/09,7515479
2021/03/10,7227907
2021/03/11,6942773
2021/03/12,11545604
2021/03/13,6208204
2021/03/14,10210743
2021/03/15,7193597
2021/03/16,6940363
2021/03/17,7023916
2021/03/18,6984092
2021/03/19,9241329
2021/03/20,9489854
2021/03/21,4416880
2021/03/22,7583280
2021/03/23,7612069
2021/03/24,7790117
2021/03/25,7365802
2021/03/26,8467528
2021/03/27,9542133
2021/03/28,6222332
2021/03/29,7189230
2021/03/30,6892087
2021/03/31,7179771
2021/04/01,6394760
2021/04/02,7884040
2021/04/03,9018582
2021/04/04,6575193
2021/04/05,5550043
2021/04/06,6627690
2021/04/07,6816339
2021/04/08,6073673
2021/04/09,8397000
2021/04/10,8996582
2021/04/11,7810830
2021/04/12,7195946
2021/04/13,6007624
2021/04/14,6004489
2021/04/15,8654873
2021/04/16,8462316
2021/04/17,6513871
2021/04/18,7704797
2021/04/19,7329228
2021/04/20,7197513
2021/04/21,6948876
2021/04/22,6653337
2021/04/23,9148484
2021/04/24,9672318
2021/04/25,7880695
2021/04/26,7752628
2021/04/27,7549551
2021/04/28,9065375
2021/04/29,6140825
2021/04/30,10723298
2021/05/01,8909419
2021/05/02,8118299
2021/05/03,8768681
2021/05/04,8561918
2021/05/05,7400082
2021/05/06,7808746
2021/05/07,8212553
2021/05/08,9962356
2021/05/09,8717360
2021/05/10,7157260
2021/05/11,6768004
2021/05/12,7123608
2021/05/13,5268031
2021/05/14,8751614
2021/05/15,8918934
2021/05/16,6662470
2021/05/17,6696019
2021/05/18,6117204
2021/05/19,6388352
2021/05/20,7024510
2021/05/21,7481987
2021/05/22,9222145
2021/05/23,7895989
2021/05/24,6587705
2021/05/25,7075387
2021/05/26,7235114
2021/05/27,5170520
2021/05/28,9121479
2021/05/29,9351525
2021/05/30,7006145
2021/05/31,6693134
2021/06/01,6827688
2021/06/02,7244798
2021/06/03,7225237
2021/06/04,5711397
2021/06/05,9285886
2021/06/06,6907767
2021/06/07,6981492
2021/06/08,6704638
2021/06/09,6798918
2021/06/10,6515258
2021/06/11,7870306
2021/06/12,8838610
2021/06/13,7152449
2021/06/14,6233581
2021/06/15,6998724
2021/06/16,6426026
2021/06/17,6557950
2021/06/18,8642047
2021/06/19,7934571
2021/06/20,9006668
2021/06/21,7131386
2021/06/22,6561884
2021/06/23,6581565
2021/06/24,6647586
2021/06/25,8280972
2021/06/26,9149832
2021/06/27,6488568
2021/06/28,6662421
2021/06/29,5951062
2021/06/30,7371712
2021/07/01,5547174
2021/07/02,7018088
2021/07/03,9691804
2021/07/04,6799441
2021/07/05,6864547
2021/07/06,7016084
2021/07/07,6977543
2021/07/08,5738599
2021/07/09,7653474
2021/07/10,7877563
2021/07/11,6538612
2021/07/12,6970905
2021/07/13,6991697
2021/07/14,6860399
2021/07/15,6645962
2021/07/16,7836183
2021/07/17,8431927
2021/07/18,7100964
2021/07/19,6791479
2021/07/20,6817967
2021/07/21,7932493
2021/07/22,7608263
2021/07/23,8087117
2021/07/24,7695736
2021/07/25,7205463
2021/07/26,7865319
2021/07/27,5702340
2021/07/28,7884882
2021/07/29,6345585
2021/07/30,7222285
2021/07/31,8134221
2021/08/01,6752213
2021/08/02,6750060
2021/08/03,6490086
2021/08/04,6843887
2021/08/05,6283844
2021/08/06,8489738
2021/08/07,7923502
2021/08/08,6218609
2021/08/09,6184298
2021/08/10,7652644
2021/08/11,7460858
2021/08/12,7769325
2021/08/13,7708332
2021/08/14,7227638
2021/08/15,5753555
2021/08/16,7475297
2021/08/17,6983451
2021/08/18,7018442
2021/08/19,7006926
2021/08/20,8597189
2021/08/21,8361745
2021/08/22,7644089
2021/08/23,6836814
2021/08/24,6946631
2021/08/25,6957030
2021/08/26,6630228
2021/08/27,7552406
2021/08/28,7741344
2021/08/29,7045136
2021/08/30,6681264
2021/08/31,6790682
2021/09/01,6945796
2021/09/02,5191694
2021/09/03,7923874
2021/09/04,9287769
2021/09/05,7569288
2021/09/06,6727160
2021/09/07,8016547
2021/09/08,6749880
2021/09/09,6311893
2021/09/10,8431235
2021/09/11,8816518
2021/09/12,7328376
2021/09/13,6924887
2021/09/14,6531346
2021/09/15,7844567
2021/09/16,7635282
2021/09/17,9854613
2021/09/18,5790037
2021/09/19,8431253
2021/09/20,8055895
2021/09/21,7732136
2021/09/22,7539707
2021/09/23,7205013
2021/09/24,7914959
2021/09/25,8319366
2021/09/26,7121259
2021/09/27,7106174
2021/09/28,6897909
2021/09/29,7506927
2021/09/30,7655777
2021/10/01,4477731
2021/10/02,9317233
2021/10/03,7341145
2021/10/04,7025817
2021/10/05,6835325
2021/10/06,6658568
2021/10/07,6356220
2021/10/08,7691443
2021/10/09,7968761
2021/10/10,6779351
2021/10/11,6716374
2021/10/12,6020224
2021/10/13,5439568
2021/10/14,7091427
2021/10/15,7953114
2021/10/16,7545246
2021/10/17,5938589
2021/10/18,6659004
2021/10/19,5979681
2021/10/20,6822673
2021/10/21,6419728
2021/10/22,7725985
2021/10/23,10251090
2021/10/24,8842041
2021/10/25,7683413
2021/10/26,7048430
2021/10/27,6920235
2021/10/28,7346953
2021/10/29,7602061
2021/10/30,8432305
2021/10/31,6614476
2021/11/01,6619101
2021/11/02,7023149
2021/11/03,7013751
2021/11/04,6291249
2021/11/05,8046602
2021/11/06,8794090
2021/11/07,7969074
2021/11/08,6744272
2021/11/09,4745679
2021/11/10,7087138
2021/11/11,6292393
2021/11/12,7307105
2021/11/13,8110509
2021/11/14,6321119
2021/11/15,6646866
2021/11/16,6335870
2021/11/17,6689919
2021/11/18,6945715
2021/11/19,8169025
2021/11/20,7927100
2021/11/21,6500032
2021/11/22,6333539
2021/11/23,6954277
2021/11/24,6931283
2021/11/25,6993232
2021/11/26,7599204
2021/11/27,7887656
2021/11/28,6736294
2021/11/29,6978906
2021/11/30,6927870
2021/12/01,7192857
2021/12/02,6777898
2021/12/03,8294564
2021/12/04,8918205
2021/12/05,8758069
2021/12/06,7326504
2021/12/07,6514053
2021/12/08,4875617
2021/12/09,7078317
2021/12/10,8508849
2021/12/11,8410603
2021/12/12,7421321
2021/12/13,6847976
2021/12/14,6034480
2021/12/15,7433548
2021/12/16,7261600
2021/12/17,7557422
2021/12/18,8864509
2021/12/19,7484773
2021/12/20,8190067
2021/12/21,7893368
2021/12/22,8158391
2021/12/23,10310629
2021/12/24,16647748
2021/12/25,13379670
2021/12/26,9472701
2021/12/27,11996358
2021/12/28,14474544
2021/12/29,18406559
2021/12/30,24499780
2021/12/31,24955524
2022/01/01,0
2022/01/02,0
2022/01/03,7455741
2022/01/04,5478941
2022/01/05,6315225
2022/01/06,4568871
2022/01/07,5906400
2022/01/08,7722425
2022/01/09,6776094
2022/01/10,6552455
2022/01/11,4762907
2022/01/12,7020024
2022/01/13,6786971
2022/01/14,7493667
2022/01/15,7548468
2022/01/16,6708616
2022/01/17,6566501
2022/01/18,6310232
2022/01/19,6534322
2022/01/20,6469667
2022/01/21,7758180
2022/01/22,8423415
2022/01/23,6832906
2022/01/24,6817507
2022/01/25,6400859
2022/01/26,6782284
2022/01/27,6786945
2022/01/28,7650656
2022/01/29,7999347
2022/01/30,6655033
2022/01/31,6829363
2022/02/01,6611716
2022/02/02,6487048
2022/02/03,10183412
2022/02/04,6926293
2022/02/05,7774832
2022/02/06,6499150
2022/02/07,6682110
2022/02/08,6895477
2022/02/09,11695166
2022/02/10,4018312
2022/02/11,7394996
2022/02/12,9916465
2022/02/13,6718505
2022/02/14,7439626
2022/02/15,7098164
2022/02/16,7037956
2022/02/17,6877710
2022/02/18,8272339
2022/02/19,7775502
2022/02/20,5953800
2022/02/21,6589625
2022/02/22,7017510
2022/02/23,6870446
2022/02/24,6901583
2022/02/25,8491357
2022/02/26,8101170
2022/02/27,7133605
2022/02/28,7176281
2022/03/01,6619511
2022/03/02,6944056
2022/03/03,9093055
2022/03/04,8051333
2022/03/05,8334082
2022/03/06,7098630
2022/03/07,6676493
2022/03/08,5563027
2022/03/09,7591357
2022/03/10,6984456
2022/03/11,7688131
2022/03/12,9055767
2022/03/13,7141522
2022/03/14,6888768
2022/03/15,6480104
2022/03/16,6842118
2022/03/17,6493394
2022/03/18,5785814
2022/03/19,7667430
2022/03/20,7677400
2022/03/21,7219058
2022/03/22,4330618
2022/03/23,7147750
2022/03/24,6572413
2022/03/25,8783051
2022/03/26,7557726
2022/03/27,8377011
2022/03/28,6474774
2022/03/29,6411283
2022/03/30,6937293
2022/03/31,6641924
2022/04/01,7184788
2022/04/02,7881795
2022/04/03,5527070
2022/04/04,4388791
2022/04/05,7194355
2022/04/06,6588294
2022/04/07,6268078
2022/04/08,7500929
2022/04/09,7284748
2022/04/10,6310806
2022/04/11,6218440
2022/04/12,5814542
2022/04/13,6486444
2022/04/14,4844239
2022/04/15,6871713
2022/04/16,8916302
2022/04/17,8023290
2022/04/18,5225117
2022/04/19,6568871
2022/04/20,6539446
2022/04/21,6097045
2022/04/22,7698145
2022/04/23,7584345
2022/04/24,5738601
2022/04/25,6573811
2022/04/26,5784343
2022/04/27,6895413
2022/04/28,8016065
2022/04/29,5775832
2022/04/30,8573778
2022/05/01,5322168
2022/05/02,8772160
2022/05/03,7416785
2022/05/04,7419773
2022/05/05,7180556
2022/05/06,7375774
2022/05/07,7483093
2022/05/08,7959238
2022/05/09,5908393
2022/05/10,6662986
2022/05/11,6437328
2022/05/12,5997040
2022/05/13,6148637
2022/05/14,7644857
2022/05/15,7682989
2022/05/16,5616712
2022/05/17,6362219
2022/05/18,6697430
2022/05/19,5751826
2022/05/20,7488663
2022/05/21,6986239
2022/05/22,6704244
2022/05/23,5828616
2022/05/24,6279062
2022/05/25,6670186
2022/05/26,6503141
2022/05/27,6378135
2022/05/28,8255463
2022/05/29,6956006
2022/05/30,6371925
2022/05/31,5863527
2022/06/01,6539072
2022/06/02,6015712
2022/06/03,6610375
2022/06/04,7907664
2022/06/05,6886813
2022/06/06,4524820
2022/06/07,6064147
2022/06/08,6432163
2022/06/09,5959842
2022/06/10,7254748
